theta,eps,lam,spiral_exists,wedge_found,wedge_valid_fraction,kappa_hat,n_orbits_valid,escape_fraction,fail_reason
0.5,1.5789473684210527,1.4763157894736842,1,1,0.4,0.14712740838039046,30,1.0,
0.5,1.6842105263157894,1.4763157894736842,1,1,0.4,-0.17930248362818352,30,1.0,
0.5,1.789473684210526,1.4763157894736842,1,1,0.4,0.1416975345757877,30,1.0,
0.5,1.894736842105263,1.4763157894736842,1,1,0.4,0.029075305333434547,30,1.0,
0.5,2.0,1.4763157894736842,1,1,0.4,-0.0707381055169043,30,1.0,
0.5,0.0,1.5810526315789473,1,1,0.4,0.09773931410998454,30,1.0,
0.5,0.10526315789473684,1.5810526315789473,1,1,0.4,-0.23155966625716368,30,1.0,
0.5,0.21052631578947367,1.5810526315789473,1,1,0.4,-0.1188220071605233,30,1.0,
0.5,0.3157894736842105,1.5810526315789473,1,1,0.4,2.3111488981787925e-06,30,1.0,
0.5,0.42105263157894735,1.5810526315789473,1,1,0.4,-0.10514358819144748,30,1.0,
0.5,0.5263157894736842,1.5810526315789473,1,1,0.4,0.006361404783932602,30,1.0,
0.5,0.631578947368421,1.5810526315789473,1,1,0.4,0.2572178305923341,30,1.0,
0.5,0.7368421052631579,1.5810526315789473,1,1,0.4,0.08267636372459944,30,1.0,
0.5,0.8421052631578947,1.5810526315789473,1,1,0.4,-0.057792444255043485,30,1.0,
0.5,0.9473684210526315,1.5810526315789473,1,1,0.4,-0.08011122597210321,30,1.0,
0.5,1.0526315789473684,1.5810526315789473,1,1,0.4,-0.027301636503800984,30,1.0,
0.5,1.1578947368421053,1.5810526315789473,1,1,0.4,-0.1705611356295261,30,1.0,
0.5,1.263157894736842,1.5810526315789473,1,1,0.4,-0.01412302911373025,30,1.0,
0.5,1.3684210526315788,1.5810526315789473,1,1,0.4,-0.1383055032376826,30,1.0,
0.5,1.4736842105263157,1.5810526315789473,1,1,0.4,0.11042542587422877,30,1.0,
0.5,1.5789473684210527,1.5810526315789473,1,1,0.4,0.08293680102603368,30,1.0,
0.5,1.6842105263157894,1.5810526315789473,1,1,0.4,0.04295502823602794,30,1.0,
0.5,1.789473684210526,1.5810526315789473,1,1,0.4,0.0029193426826097093,30,1.0,
0.5,1.894736842105263,1.5810526315789473,1,1,0.4,0.029080010338425215,30,1.0,
0.5,2.0,1.5810526315789473,1,1,0.4,0.06880434448505889,30,1.0,
0.5,0.0,1.6857894736842105,1,1,0.4,0.08868106035815021,30,1.0,
0.5,0.10526315789473684,1.6857894736842105,1,1,0.4,-0.12711843165446396,30,1.0,
0.5,0.21052631578947367,1.6857894736842105,1,1,0.4,-0.08901345259081077,30,1.0,
0.5,0.3157894736842105,1.6857894736842105,1,1,0.4,0.17074552053143438,30,1.0,
0.5,0.42105263157894735,1.6857894736842105,1,1,0.4,0.2104631173660626,30,1.0,
0.5,0.5263157894736842,1.6857894736842105,1,1,0.4,-0.1824230418674047,30,1.0,
0.5,0.631578947368421,1.6857894736842105,1,1,0.4,-0.14154407434210026,30,1.0,
0.5,0.7368421052631579,1.6857894736842105,1,1,0.4,0.1089236147838043,30,1.0,
0.5,0.8421052631578947,1.6857894736842105,1,1,0.4,0.11018971227870211,30,1.0,
0.5,0.9473684210526315,1.6857894736842105,1,1,0.4,-0.09521854675595254,30,1.0,
0.5,1.0526315789473684,1.6857894736842105,1,1,0.4,0.16730542263567227,30,1.0,
0.5,1.1578947368421053,1.6857894736842105,1,1,0.4,-0.22660271101545387,30,1.0,
0.5,1.263157894736842,1.6857894736842105,1,1,0.4,0.20701298449613365,30,1.0,
0.5,1.3684210526315788,1.6857894736842105,1,1,0.4,0.06537622285490555,30,1.0,
0.5,1.4736842105263157,1.6857894736842105,1,1,0.4,0.17769682537872866,30,1.0,
0.5,1.5789473684210527,1.6857894736842105,1,1,0.4,0.014105650324166484,30,1.0,
0.5,1.6842105263157894,1.6857894736842105,1,1,0.4,-0.17385358945760498,30,1.0,
0.5,1.789473684210526,1.6857894736842105,1,1,0.4,-0.1508470835955504,30,1.0,
0.5,1.894736842105263,1.6857894736842105,1,1,0.4,0.02264274312474807,30,1.0,
0.5,2.0,1.6857894736842105,1,1,0.4,-0.14165613696564733,30,1.0,
0.5,0.0,1.7905263157894737,1,1,0.4,0.0124296996806365,30,1.0,
0.5,0.10526315789473684,1.7905263157894737,1,1,0.4,-0.13069264290227334,30,1.0,
0.5,0.21052631578947367,1.7905263157894737,1,1,0.4,0.0752507294984109,30,1.0,
0.5,0.3157894736842105,1.7905263157894737,1,1,0.4,0.006467559455949096,30,1.0,
0.5,0.42105263157894735,1.7905263157894737,1,1,0.4,0.2399842000328109,30,1.0,
0.5,0.5263157894736842,1.7905263157894737,1,1,0.4,-0.10710056197068826,30,1.0,
0.5,0.631578947368421,1.7905263157894737,1,1,0.4,-0.21017984931946931,30,1.0,
0.5,0.7368421052631579,1.7905263157894737,1,1,0.4,-0.0664274040086437,30,1.0,
0.5,0.8421052631578947,1.7905263157894737,1,1,0.4,0.1378243779222202,30,1.0,
0.5,0.9473684210526315,1.7905263157894737,1,1,0.4,-0.0889659430880709,30,1.0,
0.5,1.0526315789473684,1.7905263157894737,1,1,0.4,-0.13363895161770703,30,1.0,
0.5,1.1578947368421053,1.7905263157894737,1,1,0.4,0.04673012307983252,30,1.0,
0.5,1.263157894736842,1.7905263157894737,1,1,0.4,0.03240440445288826,30,1.0,
0.5,1.3684210526315788,1.7905263157894737,1,1,0.4,0.04608847030090099,30,1.0,
0.5,1.4736842105263157,1.7905263157894737,1,1,0.4,-0.15672253219455634,30,1.0,
0.5,1.5789473684210527,1.7905263157894737,1,1,0.4,-0.009089718921457813,30,1.0,
0.5,1.6842105263157894,1.7905263157894737,1,1,0.4,0.26329163104744424,30,1.0,
0.5,1.789473684210526,1.7905263157894737,1,1,0.4,0.03442179127686719,30,1.0,
0.5,1.894736842105263,1.7905263157894737,1,1,0.4,0.019949602622342542,30,1.0,
0.5,2.0,1.7905263157894737,1,1,0.4,-0.1342558742753409,30,1.0,
0.5,0.0,1.8952631578947368,1,1,0.4,-0.022425201831019044,30,1.0,
0.5,0.10526315789473684,1.8952631578947368,1,1,0.4,0.013629279365566634,30,1.0,
0.5,0.21052631578947367,1.8952631578947368,1,1,0.4,0.06993166193503225,30,1.0,
0.5,0.3157894736842105,1.8952631578947368,1,1,0.4,0.06571589151466996,30,1.0,
0.5,0.42105263157894735,1.8952631578947368,1,1,0.4,-0.10390837133866053,30,1.0,
0.5,0.5263157894736842,1.8952631578947368,1,1,0.4,0.08083084048926284,30,1.0,
0.5,0.631578947368421,1.8952631578947368,1,1,0.4,-0.05225185535286239,30,1.0,
0.5,0.7368421052631579,1.8952631578947368,1,1,0.4,-0.17588448107790733,30,1.0,
0.5,0.8421052631578947,1.8952631578947368,1,1,0.4,0.10757807598323976,30,1.0,
0.5,0.9473684210526315,1.8952631578947368,1,1,0.4,0.05718471955358495,30,1.0,
0.5,1.0526315789473684,1.8952631578947368,1,1,0.4,-0.10448199563828753,30,1.0,
0.5,1.1578947368421053,1.8952631578947368,1,1,0.4,-0.06986081133330664,30,1.0,
0.5,1.263157894736842,1.8952631578947368,1,1,0.4,0.11541669242415448,30,1.0,
0.5,1.3684210526315788,1.8952631578947368,1,1,0.4,0.21005492081392596,30,1.0,
0.5,1.4736842105263157,1.8952631578947368,1,1,0.4,0.1016454274509237,30,1.0,
0.5,1.5789473684210527,1.8952631578947368,1,1,0.4,-0.12178960386124102,30,1.0,
0.5,1.6842105263157894,1.8952631578947368,1,1,0.4,-0.15798791498894435,30,1.0,
0.5,1.789473684210526,1.8952631578947368,1,1,0.4,-0.06752314421130855,30,1.0,
0.5,1.894736842105263,1.8952631578947368,1,1,0.4,0.09837975050953132,30,1.0,
0.5,2.0,1.8952631578947368,1,1,0.4,-0.029456348902037546,30,1.0,
0.5,0.0,2.0,1,1,0.4,0.24117770852375678,30,1.0,
0.5,0.10526315789473684,2.0,1,1,0.4,0.05794720588775569,30,1.0,
0.5,0.21052631578947367,2.0,1,1,0.4,0.05302838966044342,30,1.0,
0.5,0.3157894736842105,2.0,1,1,0.4,-0.06383694662000344,30,1.0,
0.5,0.42105263157894735,2.0,1,1,0.4,-0.06900263681066238,30,1.0,
0.5,0.5263157894736842,2.0,1,1,0.4,-0.1513589132654167,30,1.0,
0.5,0.631578947368421,2.0,1,1,0.4,-0.026534818627121613,30,1.0,
0.5,0.7368421052631579,2.0,1,1,0.4,0.036159083601368845,30,1.0,
0.5,0.8421052631578947,2.0,1,1,0.4,-0.07368235232692479,30,1.0,
0.5,0.9473684210526315,2.0,1,1,0.4,-0.1541266476755545,30,1.0,
0.5,1.0526315789473684,2.0,1,1,0.4,-0.006830696374050597,30,1.0,
0.5,1.1578947368421053,2.0,1,1,0.4,-0.13639922872370852,30,1.0,
0.5,1.263157894736842,2.0,1,1,0.4,0.005167785269658146,30,1.0,
0.5,1.3684210526315788,2.0,1,1,0.4,0.221435493303122,30,1.0,
0.5,1.4736842105263157,2.0,1,1,0.4,-0.05857528455332747,30,1.0,
0.5,1.5789473684210527,2.0,1,1,0.4,0.018863049978645244,30,1.0,
0.5,1.6842105263157894,2.0,1,1,0.4,0.00877366696948165,30,1.0,
0.5,1.789473684210526,2.0,1,1,0.4,-0.13356069773166876,30,1.0,
0.5,1.894736842105263,2.0,1,1,0.4,0.035173646492436025,30,1.0,
0.5,2.0,2.0,1,1,0.4,-0.1570784938669637,30,1.0,
